price,area,bathrooms,floor,total_floors,furnishing,transaction,location
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
5000000,900,2,2,5,1,0,2
2300000,498,1,1,5,0,0,2
5200000,743,2,3,5,1,0,2
7500000,875,2,2,10,2,0,2
35000000,275,4,8,12,2,0,2
5100000,110,3,1,7,0,0,2
9500000,180,3,4,7,0,0,2
13500000,175,3,4,5,1,0,2
36500000,4734,5,16,16,0,0,2
6500000,103,3,12,14,0,0,2
5230000,900,2,1,4,0,0,2
11800000,2623,4,7,13,0,1,2
21100000,1707,4,6,14,0,1,2
6500000,105,2,3,4,0,0,2
56000000,2750,4,6,10,1,0,6
3140000,454,1,2,4,0,1,6
15000000,1395,3,3,4,1,0,6
4000000,863,2,1,4,0,0,6
8600000,1020,2,4,5,1,0,6
7600000,700,2,14,23,0,1,6
6200000,662,1,10,19,1,0,6
15000000,1218,2,12,32,1,0,6
29000000,1700,3,3,9,0,0,6
27500000,1602,4,12,19,0,0,6
5300000,790,2,3,3,0,1,6
5000000,845,2,2,3,1,0,6
30000000,3025,6,3,3,0,0,6
9500000,828,2,3,12,0,1,6
6000000,1050,2,0,5,2,0,6
4500000,880,2,2,4,1,1,6
17500000,1800,3,16,17,1,0,6
7900000,900,2,1,5,1,0,6
14900000,1282,3,11,22,0,1,6
9000000,2900,3,4,4,1,0,6
18000000,2990,4,0,3,0,0,6
6490000,680,2,5,9,0,1,6
14000000,1650,3,8,12,0,1,6
35000000,1400,3,16,17,1,0,6
5500000,1000,2,3,13,0,0,6
11500000,975,2,19,24,0,0,6
14000000,1000,2,4,7,1,0,6
52000000,2100,4,9,16,0,0,6
23500000,2400,3,14,15,2,0,6
7900000,1050,2,7,18,0,0,6
8000000,1300,2,6,7,0,0,6
4000000,890,3,1,7,0,0,6
13899999,1225,3,31,31,0,1,6
14500000,1250,3,7,8,0,0,6
27500000,1374,3,12,13,0,0,6
22100000,1400,3,8,14,1,0,6
17200000,1100,3,10,14,1,0,6
5700000,1020,3,1,5,0,1,6
9700000,1000,2,12,13,1,0,6
7500000,750,2,10,16,0,1,6
20600000,1400,3,2,14,1,0,6
14900000,1120,3,8,15,0,1,6
3400000,550,2,1,4,1,0,6
30000000,1516,4,12,13,0,0,6
16800000,1375,3,9,12,0,1,6
5600000,1100,2,3,5,1,0,6
6500000,1080,2,5,5,2,0,6
4700000,940,2,6,6,0,0,6
7650000,858,2,9,18,0,1,6
7800000,1200,3,1,4,2,0,6
6500000,485,1,7,15,1,0,6
13000000,1500,3,5,14,1,1,6
2900000,780,2,0,2,1,0,6
27500000,2450,4,4,5,2,0,6
23000000,2200,4,6,14,1,0,6
12000000,809,2,25,26,0,1,6
14800000,1120,3,5,15,0,1,6
2200000,440,1,2,7,0,0,6
6000000,800,2,1,5,0,0,6
3779999,1075,2,2,8,1,0,6
25299999,1537,3,0,2,1,1,6
6360000,1111,3,1,5,0,1,6
7500000,1150,2,5,10,1,0,6
15900000,1450,3,9,18,1,0,6
42000000,2200,4,8,15,0,0,6
13300000,1125,2,10,23,0,1,6
14000000,1218,2,13,32,1,0,6
30000000,1600,4,27,32,1,0,6
4700000,850,2,2,5,2,0,6
13200000,2700,3,12,13,2,0,6
8800000,1350,2,1,4,1,0,6
15000000,1300,3,4,4,1,0,6
9800000,1350,2,9,13,0,1,6
16800000,1850,3,3,14,0,0,6
41500000,3600,5,4,5,1,1,6
10500000,1460,3,14,19,1,0,6
4150000,800,2,2,4,1,0,6
8500000,1165,2,10,17,0,0,6
5100000,1120,2,4,5,1,0,6
39000000,3500,5,13,23,0,0,6
5500000,1168,2,2,5,2,0,6
58000000,3100,4,4,21,0,1,6
9000000,980,2,9,15,2,0,6
22500000,1100,2,4,4,1,0,6
6200000,1525,2,2,7,0,0,6
36000000,2070,3,17,21,0,1,6
10100000,1500,3,7,14,1,1,6
8000000,960,2,4,4,1,0,6
6000000,890,2,3,5,2,0,6
10000000,1100,2,2,4,2,0,6
4300000,600,2,3,3,0,0,6
12000000,1700,3,7,11,0,1,6
10000000,1279,2,3,4,1,0,6
5800000,900,2,3,4,0,0,6
7500000,1268,3,4,4,0,0,6
5200000,415,1,8,23,0,1,6
5000000,1050,2,1,4,0,0,6
7400000,1300,2,4,5,2,0,6
9000000,1600,2,1,4,1,0,6
4500000,830,2,9,10,2,0,6
23300000,1411,3,21,32,0,1,6
10100000,850,2,5,23,0,1,6
6390000,1000,3,2,5,0,1,6
5600000,970,2,1,4,0,1,6
21000000,1990,3,5,18,1,0,6
7300000,1200,2,3,5,1,0,6
5000000,1000,2,1,4,1,0,6
28900000,1900,5,10,32,1,0,6
10200000,850,2,18,23,0,1,6
8000000,1510,2,3,4,0,0,6
6500000,1475,3,2,4,1,0,6
6000000,950,2,4,5,2,0,6
33600000,2790,3,8,20,0,1,6
33700000,2790,3,8,20,0,1,6
6900000,1100,2,2,5,1,0,6
23800000,1485,3,2,4,0,1,6
55000000,4000,4,8,20,0,1,6
10000000,950,2,7,12,0,1,6
12000000,825,2,12,27,0,0,6
7200000,1050,2,2,4,1,1,6
14400000,1197,3,17,22,0,0,6
16000000,900,2,8,28,1,0,6
11000000,1800,5,3,3,0,0,6
5000000,1162,2,2,4,1,0,6
8900000,850,2,2,14,0,1,6
12500000,1100,2,7,13,2,0,6
5200000,450,1,8,12,0,0,6
7800000,1080,2,1,5,1,0,6
4000000,820,2,3,4,1,0,6
51000000,4500,3,5,19,0,1,6
6000000,640,2,0,8,0,1,6
29800000,2004,4,11,27,1,0,6
4000000,400,1,0,2,0,0,6
15500000,2700,5,1,3,1,1,6
14500000,1200,2,6,21,0,0,6
9000000,1635,2,1,4,0,0,6
3100000,975,2,0,4,1,0,6
6000000,870,2,2,3,0,1,6
22500000,1587,3,18,19,0,0,6
30000000,2139,4,9,19,0,0,6
23000000,1443,3,11,32,0,1,6
1000000,2000,3,2,4,0,0,6
5300000,790,2,1,3,0,1,6
5800000,900,2,3,3,0,1,6
15000000,2000,3,4,5,2,0,6
8500000,1050,2,10,14,1,0,6
15500000,2800,3,5,5,0,0,6
6800000,1250,2,7,7,1,0,6
6000000,1100,2,2,5,1,0,6
4500000,925,2,1,4,0,0,6
50000000,4112,4,17,18,0,0,6
12000000,1000,2,1,3,0,0,6
7500000,1300,2,3,5,0,0,6
32000000,1780,4,8,20,0,1,6
21000000,1617,4,23,24,1,0,6
8800000,1119,2,11,15,2,0,6
6200000,1110,2,2,4,1,1,6
19500000,1600,3,5,11,1,0,6
7900000,1600,3,4,7,1,0,6
8580000,1150,3,2,4,0,1,6
10600000,750,2,7,10,0,1,6
2600000,870,2,2,4,0,0,6
5200000,576,2,1,4,1,1,6
6650000,1150,2,3,5,0,1,6
9900000,1100,2,2,14,1,0,6
4600000,1200,2,1,4,0,1,6
9900000,954,2,1,4,2,0,6
5250000,1250,2,0,4,0,1,6
17500000,1162,2,12,37,1,0,6
8300000,1550,3,3,4,0,0,6
17500000,1416,3,1,19,1,0,6
3950000,570,2,3,3,0,0,6
39000000,3200,2,6,19,0,1,6
33500000,1800,3,4,7,0,1,6
3500000,690,2,1,4,0,0,6
5200000,770,2,5,10,0,0,6
10000000,1250,2,0,4,1,1,6
30500000,2200,4,2,19,1,0,6
7100000,1236,2,2,3,0,0,6
7550000,1500,3,1,4,0,0,6
29000000,1700,3,10,15,0,1,6
32000000,1700,3,10,15,0,1,6
10600000,1285,2,5,12,0,0,6
31000000,2200,4,10,15,0,1,6
21000000,1500,3,8,24,0,0,6
4300000,952,2,1,4,1,0,6
4800000,850,2,3,4,2,1,6
21000000,1292,3,13,32,0,1,6
28000000,2104,4,9,32,1,0,6
38000000,1200,10,0,5,1,0,6
7500000,950,2,3,4,1,0,6
3800000,884,2,2,7,0,0,6
9200000,1068,2,3,4,1,0,6
11000000,1900,3,3,4,1,0,6
25000000,2000,3,2,4,2,0,6
12700000,1000,2,3,10,0,1,6
6400000,750,2,2,4,2,0,6
5400000,1080,2,0,4,1,0,6
11000000,1100,3,2,4,0,0,6
9100000,1400,3,4,4,1,0,6
6000000,1030,2,3,4,1,0,6
8000000,1450,3,3,6,1,0,6
6500000,668,2,2,14,1,0,6
7500000,1180,2,2,8,0,0,6
19000000,1400,3,16,20,1,0,6
2600000,480,1,4,7,1,0,6
6300000,1095,2,4,4,1,0,6
7459999,1000,2,2,4,1,0,6
8920000,1287,2,3,5,0,1,6
15500000,1000,2,0,7,0,1,6
5790000,1000,2,3,7,0,1,6
8800000,1119,2,11,15,2,0,6
5500000,1005,2,0,4,0,0,6
43500000,2700,4,7,22,1,0,6
5200000,851,2,7,11,0,0,6
9500000,790,2,18,19,0,0,6
7800000,1000,3,10,10,2,0,6
39500000,2400,3,4,4,1,0,6
9900000,300,1,0,1,0,0,6
5700000,1195,2,1,4,1,1,6
5800000,930,2,3,4,1,1,6
7600000,1175,2,2,4,1,1,6
5800000,900,2,3,4,1,1,6
29000000,2450,3,0,3,1,0,6
21000000,1267,3,13,32,0,1,6
13500000,1750,3,3,3,1,0,6
4200000,500,1,2,4,0,0,6
22799999,1900,4,10,11,1,0,6
8500000,950,2,12,14,1,0,6
8500000,950,2,12,14,1,0,6
19000000,1050,2,10,19,1,0,6
21000000,1292,3,24,32,0,1,6
1500000,320,1,3,3,0,0,6
4660000,827,2,3,4,1,1,6
60000000,2400,3,2,5,1,0,6
7500000,1100,2,4,4,2,0,6
27900000,2500,4,27,30,0,1,6
25700000,2500,4,27,30,0,1,6
7550000,635,2,11,21,0,1,6
31600000,1661,3,5,23,1,1,6
20900000,1500,3,5,15,0,0,6
20500000,1600,3,14,15,0,0,6
20500000,1500,3,4,15,0,0,6
47500000,4000,4,2,4,1,1,6
15500000,900,2,18,24,0,0,6
7800000,635,2,3,4,0,1,6
5900000,950,2,1,4,1,0,6
10000000,1064,2,2,4,1,0,6
3500000,850,2,3,3,0,0,6
13500000,1270,2,10,20,1,0,6
44000000,3100,4,8,8,1,0,6
7800000,1300,3,1,4,1,0,6
20000000,2156,4,16,22,1,1,6
4800000,880,2,1,3,1,0,6
15500000,1636,3,17,19,0,0,6
4600000,950,2,5,5,1,1,6
7500000,875,2,2,4,2,0,6
12500000,1100,3,16,32,0,1,6
18500000,1337,3,13,18,0,1,6
6500000,1050,2,3,4,0,0,6
6900000,1100,2,6,14,0,0,6
20500000,1640,3,7,20,1,0,6
4800000,870,2,2,5,1,1,6
7000000,950,2,2,4,1,1,6
11500000,1150,3,0,6,2,0,6
6500000,1100,2,4,4,2,0,6
8500000,1500,2,3,5,1,0,6
5100000,586,2,0,4,0,1,6
19500000,1700,3,3,11,2,0,6
21000000,2500,4,3,3,1,0,6
8800000,975,2,4,10,1,0,6
35000000,1416,3,15,37,0,0,6
5500000,1050,2,1,5,2,1,6
11000000,1465,3,1,4,1,0,6
9000000,907,2,2,5,1,0,6
13200000,1137,3,6,12,0,1,6
3700000,700,2,3,4,1,0,6
5900000,600,1,1,7,0,0,6
27500000,1860,3,10,25,1,0,6
23500000,1450,3,2,4,0,1,6
3800000,1000,1,3,4,0,1,6
3500000,1146,2,2,4,1,0,6
20000000,1980,3,3,5,0,0,6
6000000,900,2,1,2,1,0,6
6500000,928,2,4,15,0,1,6
5800000,1020,2,4,4,1,0,6
10000000,894,2,2,7,0,1,6
2500000,400,1,3,3,2,0,6
66000000,3200,4,9,30,0,0,6
10500000,1000,2,0,3,1,0,6
6900000,800,2,4,10,0,0,6
7200000,990,2,1,5,1,0,6
4900000,1009,2,2,4,1,0,6
4000000,1000,3,2,13,2,0,6
25000000,1880,3,6,25,1,0,6
5400000,1200,2,1,3,1,0,6
78000000,3800,5,11,30,0,0,6
14500000,1150,3,15,21,0,0,6
9200000,979,2,2,5,0,1,6
8500000,1220,2,2,4,1,0,6
4200000,709,1,0,4,1,0,6
19500000,1484,3,8,8,2,0,6
4700000,1100,2,2,3,1,0,6
25000000,1600,3,7,9,1,0,6
25000000,1400,3,16,21,0,0,6
9300000,800,2,8,30,0,1,6
8700000,991,2,20,21,0,0,6
8000000,1200,2,16,18,0,1,6
5220000,804,1,3,5,2,1,6
8720000,1415,2,3,5,2,1,6
8570000,1415,2,3,5,2,1,6
7100000,650,2,16,19,2,0,6
26000000,1931,3,3,5,1,0,6
44000000,2200,3,1,3,1,0,6
52500000,5000,4,0,21,0,0,6
8180000,1356,2,3,5,2,1,6
13000000,1550,2,2,6,0,0,6
8000000,851,2,1,7,1,0,6
18500000,1280,3,15,18,0,0,6
6000000,1100,2,1,5,2,0,6
35000000,1900,3,8,14,0,1,6
8470000,1332,2,3,5,2,1,6
14200000,1900,4,0,3,1,0,6
5500000,1000,2,2,4,1,0,6
23000000,1960,3,1,4,2,0,6
13899999,1000,2,9,20,0,0,6
44000000,3845,3,1,1,1,1,6
31000000,2200,3,11,18,0,0,6
12000000,875,1,0,3,0,0,6
30000000,1480,4,18,24,0,1,6
52500000,2959,5,25,28,1,1,6
36000000,2000,4,5,25,0,1,6
7000000,1200,2,2,4,0,1,6
5500000,980,2,2,4,2,0,6
13500000,1100,2,1,16,1,0,6
11200000,1400,2,11,22,0,0,6
15500000,1850,3,1,7,2,0,6
32500000,2100,3,2,21,0,1,6
12500000,1250,2,3,5,1,0,6
13500000,1500,3,3,5,2,0,6
12300000,1139,3,3,3,0,1,6
15000000,1500,3,2,5,2,0,6
20800000,1156,3,18,32,0,1,6
29000000,2000,4,18,18,0,1,6
19500000,1480,2,4,7,1,0,6
65000000,5400,4,5,17,0,1,6
19500000,1900,3,17,26,1,0,6
6200000,1000,2,2,3,1,0,6
8500000,1550,3,1,5,0,1,6
7880000,900,2,1,4,0,1,6
22000000,1850,3,1,3,1,0,6
13000000,992,2,27,34,1,0,6
9500000,810,2,9,18,0,1,6
8000000,1650,3,2,25,1,0,6
5600000,655,2,4,15,0,1,6
6700000,1160,2,1,4,1,0,6
5200000,1030,2,3,3,2,0,6
10000000,1100,2,3,4,1,0,6
6000000,773,2,1,4,2,0,6
16500000,1300,3,10,20,0,0,6
10400000,1560,2,2,8,1,1,6
9000000,1150,2,4,4,1,0,6
6500000,1090,2,1,4,1,0,6
34000000,3025,3,2,2,0,1,6
4200000,550,2,3,5,0,0,6
7800000,1200,2,2,3,0,0,6
9200000,812,2,8,14,0,0,6
28000000,1660,3,7,7,0,0,6
54000000,4000,4,2,2,0,1,6
9500000,1330,2,24,30,0,0,6
7500000,1315,2,1,3,1,0,6
5200000,1155,2,4,4,1,0,6
6200000,1080,2,2,4,0,1,6
15000000,1190,2,9,18,2,0,6
6500000,900,2,1,4,0,0,6
4980000,725,2,2,3,0,1,6
9310000,1000,2,1,4,0,0,6
8500000,1265,2,12,15,1,0,6
20000000,1710,3,15,20,0,0,6
9000000,1300,3,1,4,0,0,6
9200000,1000,2,19,22,0,0,6
22000000,1811,3,11,18,0,0,6
8200000,1300,2,1,8,2,0,6
20000000,1700,4,22,24,1,0,6
21000000,1862,3,3,13,1,0,6
8000000,1700,3,2,4,1,0,6
14000000,1340,3,5,11,1,0,6
11600000,1400,2,19,22,0,0,6
11000000,1000,2,5,16,1,0,6
75000000,2750,2,3,21,0,1,6
8750000,990,2,1,4,1,0,6
8980000,819,2,2,2,0,1,6
9200000,1000,2,3,4,1,0,6
8500000,1215,2,2,4,0,1,6
7000000,850,2,1,5,2,0,6
7500000,1000,2,3,4,1,0,6
16000000,1450,3,5,5,1,0,6
12000000,950,2,2,6,0,0,6
5500000,958,2,2,3,2,0,6
42500000,3850,3,3,17,0,1,6
9000000,1050,2,8,13,1,0,6
78000000,5455,4,2,11,1,0,6
7200000,1000,2,0,7,1,0,6
6300000,648,2,3,4,0,1,6
61000000,2310,3,2,4,0,1,6
13000000,1134,2,10,11,0,1,6
7000000,600,2,4,23,0,1,6
6500000,1372,2,1,4,1,0,6
12500000,1000,2,19,30,0,0,6
49000000,2800,3,3,21,0,1,6
8990000,1615,2,5,7,2,0,6
23600000,1735,3,9,12,0,1,6
5130000,804,1,3,5,2,1,6
5280000,804,1,3,5,2,1,6
5300000,804,1,3,5,2,1,6
4000000,412,2,7,14,0,1,6
7000000,976,2,1,5,1,0,6
9800000,1100,2,7,10,1,0,6
5200000,800,2,2,4,0,0,6
6000000,697,2,2,17,0,0,6
23000000,1460,3,15,32,0,0,6
8970000,1426,2,3,5,2,1,6
14900000,1282,3,11,22,0,1,6
8340000,1356,2,3,5,2,1,6
13000000,1541,3,6,14,1,0,6
14000000,1000,2,6,17,0,0,6
5200000,1310,2,1,5,1,0,6
3900000,1075,2,2,5,1,0,6
9050000,1415,2,3,5,2,1,6
9110000,1426,2,3,5,2,1,6
9700000,1023,2,0,11,0,1,6
19800000,1164,3,1,4,0,0,6
6200000,1027,2,4,15,0,0,6
5600000,655,2,5,14,0,1,6
4900000,890,2,1,4,0,1,6
11000000,1390,3,1,5,1,0,6
3500000,667,2,2,4,0,1,6
9810000,1100,2,2,4,0,1,6
5570000,1100,3,3,4,0,1,6
59000000,5300,4,5,17,0,1,6
5000000,800,2,2,4,0,1,6
10000000,1500,3,4,4,1,0,6
10000000,1550,3,3,4,0,1,6
4600000,1054,2,4,4,0,0,6
19800000,1800,4,8,9,0,1,6
13000000,1185,2,10,18,0,0,6
1950000,550,2,2,2,0,0,6
16500000,1370,2,0,7,1,0,6
26800000,2750,3,2,2,0,1,6
11600000,924,2,9,13,0,1,6
3600000,1160,2,3,5,0,1,6
3900000,1200,2,4,4,0,1,6
8000000,1186,2,1,3,1,0,6
6500000,800,2,0,4,1,0,6
49500000,2479,4,2,12,0,1,6
5500000,1105,2,3,5,1,0,6
5230000,980,2,3,4,0,1,6
5430000,1020,2,2,4,0,1,6
6300000,900,2,1,4,0,0,6
8350000,934,2,4,24,1,1,6
25000000,2070,3,2,4,1,0,6
6200000,1080,2,2,4,0,1,6
9000000,1100,2,12,15,0,0,6
11500000,1200,2,2,19,1,0,6
6800000,1040,2,0,3,1,0,6
24000000,1310,3,3,30,0,1,6
3379999,1095,2,2,4,0,1,6
23000000,1506,3,1,3,1,1,6
8200000,1280,3,2,4,1,0,6
45000000,2000,3,29,30,1,0,6
24000000,1300,3,6,22,1,0,6
7900000,999,2,5,5,0,0,6
4900000,1010,2,3,4,0,1,6
5830000,1095,2,1,4,0,1,6
6890000,1295,2,3,4,0,1,6
34000000,2850,4,6,21,0,1,6
10400000,1653,3,3,4,0,0,6
30000000,1885,3,10,24,1,0,6
23000000,4050,4,1,3,1,0,6
4500000,1200,2,4,4,1,1,6
35000000,1200,3,2,50,1,1,6
6050000,1000,2,1,5,1,0,6
11299999,885,2,4,21,1,1,6
12800000,950,2,1,16,2,0,6
60800000,2300,3,2,4,0,1,6
33000000,2100,3,2,50,0,1,6
38500000,1800,4,25,32,0,1,6
29000000,1400,3,2,50,0,1,6
32500000,1900,3,2,50,0,1,6
